summonerName,kills,assists,deaths,championName,lane,champExperience,dragonKills,baronKills,goldEarned,totalDamageDealtToChampions,totalHeal,totalMinionsKilled,turretTakedowns,turretsLost,visionScore,timePlayed,win
Kucu,10,28,15,Swain,TOP,21256,0,0,14657,54145,16372,60,0,4,0,1363,False
Kucu,6,24,6,DrMundo,NONE,15091,0,0,11272,16644,8081,30,3,0,0,943,True
Kucu,4,28,13,Malzahar,NONE,16506,0,0,11416,27134,381,65,0,4,0,1054,False
Kucu,5,23,7,Ziggs,TOP,20909,0,0,13756,32082,1710,61,4,4,0,1218,False
Kucu,3,16,10,Thresh,NONE,17791,0,0,10709,8790,2019,20,1,4,0,1173,False
Kucu,16,25,9,Twitch,NONE,17488,0,0,14633,22540,4300,43,2,0,0,1033,True
Kucu,13,25,17,Zoe,TOP,27792,0,0,17721,49807,2651,47,3,4,0,1654,False
Kucu,2,32,9,Gragas,NONE,17421,0,0,11254,20802,7354,41,1,1,0,1072,True
DonP,5,18,14,Brand,MIDDLE,21365,0,0,12904,26696,767,52,0,4,0,1278,False
DonP,9,52,11,Morgana,TOP,27211,0,0,15754,28350,3358,45,2,0,0,1388,True
DonP,3,5,4,Lillia,JUNGLE,11183,2,0,8646,17284,15401,41,0,7,17,1494,False
DonP,11,5,6,Elise,JUNGLE,20016,0,0,15351,24909,11820,118,0,11,17,2054,False
DonP,17,7,9,Kayn,NONE,13434,0,0,12982,21646,2796,43,1,4,0,949,False
DonP,9,25,7,Vladimir,NONE,19677,0,0,13645,27041,15620,32,3,1,0,1130,True
DonP,11,22,7,TwistedFate,NONE,14993,0,0,12587,25733,3814,49,4,1,0,895,True
DonP,4,1,6,Lillia,JUNGLE,11521,1,0,10354,9007,19546,22,1,6,19,1614,False
DonP,7,11,4,Lillia,JUNGLE,20600,2,0,15447,28392,25241,70,3,5,36,2074,True
DonP,3,1,5,Lillia,NONE,5913,0,0,6342,6453,8491,23,0,8,18,1118,False
4 Sekkonds Ago,16,17,5,Nunu,NONE,12556,0,0,12088,22759,13225,26,3,1,0,736,True
4 Sekkonds Ago,15,34,12,Neeko,TOP,24020,0,0,17650,58262,1571,41,2,4,0,1293,False
4 Sekkonds Ago,25,16,14,Katarina,NONE,17693,0,0,16269,41571,3513,31,0,4,0,1049,False
4 Sekkonds Ago,10,24,19,Renekton,MIDDLE,30528,0,0,17480,40256,20977,83,1,4,0,1672,False
4 Sekkonds Ago,16,16,14,Garen,TOP,21323,0,0,15793,29846,808,65,2,4,0,1222,False
4 Sekkonds Ago,21,25,14,Akali,TOP,26964,0,0,18031,52178,4133,47,1,4,0,1334,False
4 Sekkonds Ago,4,12,12,Jax,NONE,12791,0,0,11131,17335,719,10,1,4,0,950,False
4 Sekkonds Ago,26,18,9,Viego,NONE,17966,0,0,15520,40887,14973,12,3,0,0,952,True
4 Sekkonds Ago,19,28,8,Zoe,NONE,18700,0,0,14824,41789,1474,40,3,0,0,998,True
4 Sekkonds Ago,21,18,20,Jax,TOP,27253,0,0,20016,50123,1518,43,1,4,0,1378,False
FueledByCaffeine,15,22,12,Sylas,NONE,15580,0,0,11862,22685,6535,21,1,1,0,948,True
FueledByCaffeine,4,31,9,Maokai,NONE,16500,0,0,11515,18908,12554,25,0,4,0,1058,False
FueledByCaffeine,20,22,8,Shaco,MIDDLE,26996,0,0,19519,58035,3756,40,0,1,0,1573,True
FueledByCaffeine,15,29,14,MissFortune,NONE,19825,0,0,15173,31272,3206,43,0,3,0,1160,False
FueledByCaffeine,4,14,8,AurelionSol,MIDDLE,17389,0,0,12032,25595,1927,209,0,11,21,2124,False
FueledByCaffeine,22,24,11,Nidalee,NONE,18369,0,0,14795,33221,8629,33,0,4,0,1028,False
FueledByCaffeine,14,14,11,Brand,NONE,17901,0,0,15144,46647,439,39,0,4,0,1117,False
FueledByCaffeine,5,24,9,Thresh,BOTTOM,14329,0,0,11008,18283,3216,63,2,9,69,2179,False
FueledByCaffeine,15,15,8,Veigar,BOTTOM,13810,0,0,15089,52805,2817,81,0,6,70,1909,True
FueledByCaffeine,13,36,11,Jinx,TOP,24172,0,0,17236,31360,8880,116,2,4,0,1318,False
tata0101,7,10,5,Ekko,MIDDLE,22417,0,0,15446,45036,10121,230,3,2,33,2266,True
tata0101,15,9,5,Qiyana,MIDDLE,23225,0,0,17935,38258,7639,208,3,3,33,2254,True
tata0101,18,13,17,MasterYi,MIDDLE,23259,0,0,15660,32581,7446,32,0,4,0,1234,False
tata0101,7,36,7,Nidalee,NONE,20038,0,0,13439,36300,12244,26,0,4,0,1170,False
tata0101,10,9,12,Sett,NONE,10687,0,0,9819,15530,2419,27,1,4,0,794,False
tata0101,7,9,8,Shyvana,NONE,15362,0,0,11164,17458,714,47,1,4,0,950,False
tata0101,14,29,17,Samira,JUNGLE,18227,0,0,15827,37278,7096,70,1,1,0,1257,True
tata0101,16,15,9,Qiyana,MIDDLE,21345,0,0,16629,44224,2480,66,1,1,0,1361,True
tata0101,8,27,11,Fiora,MIDDLE,20747,0,0,14171,32409,18633,40,3,1,0,1260,True
tata0101,10,14,21,Rengar,MIDDLE,18277,0,0,13594,25411,4611,23,0,4,0,1269,False
ipezoncool,8,24,6,Morgana,BOTTOM,16474,0,0,13809,24948,4581,77,3,8,115,2097,True
ipezoncool,2,8,7,Karma,BOTTOM,11627,0,0,8485,15785,4786,33,0,10,84,1938,False
ipezoncool,13,23,8,Nidalee,NONE,18925,0,0,14154,31391,5530,13,2,4,0,1105,False
ipezoncool,0,2,1,Senna,NONE,3829,0,0,4255,7575,3778,5,0,2,22,997,False
ipezoncool,1,17,5,Lulu,BOTTOM,13521,0,0,8303,5662,1488,13,1,10,74,1973,False
ipezoncool,5,17,6,Nunu,JUNGLE,12816,2,1,11250,8730,15809,13,4,3,31,1725,True
ipezoncool,2,11,3,Morgana,MIDDLE,9279,0,0,7762,8800,1650,26,2,0,68,1488,True
ipezoncool,3,11,4,Morgana,BOTTOM,8670,1,0,8297,9701,2262,12,3,1,52,1480,True
ipezoncool,2,17,1,Karma,BOTTOM,11606,1,0,8537,11707,7596,24,3,4,73,1617,True
ipezoncool,0,13,2,Lulu,BOTTOM,10686,0,0,7524,5289,1250,19,4,3,85,1862,True
lndoril Nerevar,8,19,7,TwistedFate,NONE,15715,0,0,12443,20965,1136,43,4,1,0,1048,True
lndoril Nerevar,3,5,8,Udyr,JUNGLE,11301,1,0,9404,11975,10506,43,0,5,12,1554,False
lndoril Nerevar,7,35,5,Syndra,MIDDLE,26007,0,0,15980,39312,2260,104,4,2,0,1378,True
lndoril Nerevar,19,32,6,Shaco,BOTTOM,23783,0,0,15900,38465,2923,32,1,1,0,1217,True
lndoril Nerevar,15,17,10,Yasuo,NONE,19628,0,0,14263,21575,7899,83,2,1,0,1011,True
lndoril Nerevar,11,26,14,Diana,TOP,27820,0,0,18956,43175,4981,76,3,2,0,1722,True
lndoril Nerevar,0,0,0,MonkeyKing,NONE,1592,0,0,2162,0,0,0,0,0,0,186,False
lndoril Nerevar,9,8,6,MonkeyKing,TOP,17826,0,0,14744,20268,7081,187,5,3,36,1785,True
lndoril Nerevar,2,0,4,MonkeyKing,TOP,9576,0,0,7001,8400,1365,136,0,4,8,1247,False
lndoril Nerevar,15,10,5,MonkeyKing,TOP,18464,0,0,16349,42583,17107,181,5,8,28,2141,True
Searien,8,2,0,Shaco,NONE,7640,1,0,7486,6521,5903,2,0,0,8,982,True
Searien,6,14,4,Lillia,NONE,10468,2,0,8918,11787,13265,18,3,0,9,1179,False
Searien,6,16,3,FiddleSticks,JUNGLE,14042,3,0,12461,19776,26469,17,3,2,44,1819,True
Searien,24,17,9,Vi,JUNGLE,17640,2,0,19582,51858,11985,44,2,6,18,2019,True
Searien,4,1,8,Kayn,JUNGLE,12696,0,0,10948,10516,13552,29,0,9,16,1739,False
Searien,8,16,7,Rammus,JUNGLE,17275,3,1,14291,28598,11996,46,1,3,9,2011,True
Searien,7,4,7,Khazix,JUNGLE,11032,2,0,12310,15978,13187,28,1,10,9,1570,False
Searien,10,9,9,Amumu,JUNGLE,13575,0,0,12365,17103,9618,42,0,10,11,1752,False
Searien,6,6,6,FiddleSticks,JUNGLE,11322,0,0,10709,16690,11826,33,1,11,39,1637,False
Searien,8,4,7,Jinx,BOTTOM,15054,0,0,13256,28636,2529,224,2,10,9,1905,False
Utylizator Moczu,3,8,8,Amumu,JUNGLE,11250,0,0,10398,20912,12045,55,0,10,16,1761,False
Utylizator Moczu,5,12,11,Annie,MIDDLE,16906,0,0,12505,28628,404,196,0,11,17,2204,False
Utylizator Moczu,2,12,4,Amumu,JUNGLE,18428,1,2,13095,21779,17024,68,0,7,19,2083,True
Utylizator Moczu,8,17,10,Velkoz,TOP,21257,0,0,14216,23717,1072,78,0,4,0,1379,False
Utylizator Moczu,15,32,9,Fizz,MIDDLE,24589,0,0,15759,33768,2666,18,2,1,0,1290,True
Utylizator Moczu,12,15,8,Vex,NONE,14278,0,0,13092,22530,595,41,2,0,0,991,True
Utylizator Moczu,12,24,9,Blitzcrank,NONE,17800,0,0,13164,20510,1959,4,0,4,0,1127,False
Utylizator Moczu,1,0,5,Gragas,NONE,6541,0,0,5224,2965,6886,28,0,9,8,1085,False
Utylizator Moczu,7,11,2,Amumu,JUNGLE,14325,1,1,12487,15217,18066,22,0,1,23,1623,True
Utylizator Moczu,7,13,3,Amumu,JUNGLE,19016,2,0,15176,23148,16369,77,2,3,31,1952,True
Snacks,4,10,17,TwistedFate,BOTTOM,11028,0,0,10201,15368,739,36,1,7,52,1883,False
Snacks,2,13,3,Nautilus,BOTTOM,10224,0,0,8332,8844,1050,42,2,3,68,1699,True
Snacks,0,1,2,Morgana,BOTTOM,986,0,0,4113,1183,66,3,0,10,3,1405,False
Snacks,5,14,8,Ashe,BOTTOM,13416,0,0,10977,23975,3564,43,0,11,84,2135,False
Snacks,3,10,6,Ashe,BOTTOM,11256,0,0,7621,20689,2074,26,0,11,36,1710,False
Snacks,5,16,6,Nautilus,BOTTOM,9313,0,0,7732,10377,0,30,0,0,39,1392,True
Snacks,3,18,12,Morgana,BOTTOM,11086,0,0,9098,15923,1652,26,1,10,69,1801,False
Snacks,0,4,10,Lux,BOTTOM,7470,0,0,5590,10461,593,34,0,11,27,1432,False
Snacks,2,24,9,Lulu,BOTTOM,14180,0,0,9494,6886,1518,25,0,8,67,2216,False
Snacks,7,11,5,Malzahar,MIDDLE,8068,0,0,8278,9586,0,19,1,1,48,1355,True
O Mavros,11,5,7,Jax,JUNGLE,18826,0,0,16150,28759,7962,236,4,8,26,1994,False
O Mavros,11,13,11,Jax,TOP,21753,0,0,19237,45862,13874,231,9,9,28,2281,False
O Mavros,14,7,4,Renekton,JUNGLE,17889,0,0,15993,33216,15034,212,4,0,15,1669,True
O Mavros,2,0,0,Sett,NONE,4032,0,0,4513,1958,600,59,1,0,0,508,True
O Mavros,8,11,7,Caitlyn,BOTTOM,13694,0,0,13888,26938,5584,204,2,7,28,1934,False
O Mavros,0,0,0,Caitlyn,NONE,206,0,0,655,411,56,5,0,0,0,141,False
O Mavros,4,3,9,Kayle,JUNGLE,15246,0,0,12817,14745,6717,223,2,9,16,1785,False
O Mavros,22,30,10,Ryze,TOP,25887,0,0,18010,59135,9078,95,2,2,0,1258,True
O Mavros,6,17,8,Sejuani,JUNGLE,17197,3,2,13544,33467,17682,56,0,10,15,2155,False
O Mavros,6,37,13,Maokai,NONE,17322,0,0,11588,16458,2964,21,0,1,0,1049,True
Leśnikson,2,5,7,Kayn,JUNGLE,7986,1,0,6964,8687,9174,26,1,5,10,1252,False
Leśnikson,6,2,6,Kennen,JUNGLE,13044,0,0,11363,22069,1236,169,1,9,24,1808,False
Leśnikson,5,17,7,Sona,BOTTOM,13768,0,0,10425,12450,21810,11,3,5,61,2077,True
Leśnikson,2,6,11,Sona,BOTTOM,7122,0,0,7088,7078,8799,11,0,7,66,1672,False
Leśnikson,0,0,0,Seraphine,NONE,0,0,0,500,0,0,0,0,0,0,106,True
Leśnikson,6,26,8,Sona,BOTTOM,11453,0,0,10586,14399,24758,18,5,6,48,1748,True
Leśnikson,22,20,8,Pantheon,NONE,16903,0,0,15669,29360,4819,35,4,0,0,973,True
Leśnikson,4,20,2,Seraphine,BOTTOM,11605,0,0,10735,17548,8941,46,7,3,59,1720,True
Leśnikson,21,21,15,Kaisa,TOP,25778,0,0,19537,51907,3974,103,1,4,0,1488,False
Leśnikson,5,26,5,Sona,BOTTOM,10625,0,0,10342,13696,18726,8,7,3,51,1647,True
Medvepoc,3,6,0,Maokai,TOP,12804,0,0,7721,14189,9566,98,3,5,11,1449,True
Medvepoc,3,10,7,Alistar,BOTTOM,11149,0,0,9378,7612,6476,53,2,9,101,2034,False
Medvepoc,2,11,8,Alistar,BOTTOM,7193,0,0,6387,7010,5260,35,1,5,45,1470,False
Medvepoc,2,21,10,Alistar,BOTTOM,15719,0,0,10170,11250,14934,47,2,11,113,2393,False
Medvepoc,1,10,8,Alistar,BOTTOM,7309,0,0,6210,5205,3664,31,0,11,31,1347,False
Medvepoc,3,10,3,Alistar,BOTTOM,8123,0,0,7330,3998,4810,30,6,1,39,1410,True
Medvepoc,2,10,6,Alistar,BOTTOM,6950,0,0,6841,6430,4059,33,0,8,52,1527,False
Medvepoc,0,11,1,Alistar,NONE,7037,0,0,5739,2881,6322,28,3,2,33,1195,True
Medvepoc,2,13,3,Alistar,BOTTOM,8950,0,0,7278,5815,6905,35,1,0,43,1344,True
Medvepoc,1,12,5,Alistar,BOTTOM,8677,0,0,7549,7743,6953,34,0,0,70,1682,True
Sungros,0,9,1,Milio,NONE,4894,0,0,5257,1935,1758,7,2,0,13,913,True
Sungros,0,19,8,Milio,BOTTOM,10732,0,0,7653,4125,8602,5,2,8,77,1961,False
Sungros,1,10,0,Milio,BOTTOM,12583,0,0,7964,3479,6537,6,4,5,70,1917,True
Sungros,6,12,3,FiddleSticks,JUNGLE,18278,3,1,13485,27738,29377,51,3,9,52,2140,True
Sungros,1,88,14,Milio,MIDDLE,55121,0,0,22269,21866,35245,37,3,4,0,2200,False
Sungros,1,12,18,Pyke,BOTTOM,8453,0,0,7579,7992,2945,22,0,11,64,1883,False
Sungros,0,10,3,Milio,BOTTOM,7138,0,0,5893,3909,4703,16,0,7,64,1628,False
Sungros,1,4,4,Milio,BOTTOM,7377,0,0,4987,1960,3869,7,0,10,30,1390,False
Sungros,1,23,2,Milio,BOTTOM,9556,0,0,7800,3963,5250,16,3,1,46,1504,True
Sungros,1,12,2,Milio,BOTTOM,8735,0,0,7167,3494,7334,6,1,1,55,1682,True
Kudro,22,6,8,Tristana,BOTTOM,24335,1,1,24159,60427,11913,274,3,10,35,2423,True
Kudro,2,1,5,Tristana,NONE,4086,0,0,5207,4486,735,92,0,2,9,918,False
Kudro,13,5,4,Tristana,BOTTOM,13329,0,0,15490,22650,4151,194,6,0,26,1686,True
Kudro,13,6,5,Kalista,BOTTOM,13229,3,1,14479,19580,9161,186,5,2,16,1622,True
Kudro,19,6,4,Tristana,BOTTOM,12377,2,0,16523,29893,4813,188,4,5,23,1531,True
Kudro,4,1,8,Kalista,BOTTOM,8555,0,0,10186,16330,3212,176,2,10,11,1515,False
Kudro,6,6,7,Karthus,BOTTOM,12674,0,0,10512,19397,575,146,1,10,2,1525,False
Kudro,12,2,8,Zeri,BOTTOM,12416,0,0,13206,22383,3209,192,0,10,14,1649,False
Kudro,12,5,3,Samira,BOTTOM,10945,1,0,14035,18436,2465,180,8,2,19,1380,True
Kudro,8,2,12,Samira,BOTTOM,13074,0,0,13124,20906,1983,181,2,9,13,1775,False
ilSwearSheWas18,1,6,6,Jhin,BOTTOM,8556,0,0,7462,9979,2260,149,0,7,11,1451,False
ilSwearSheWas18,18,33,13,Sivir,TOP,23491,0,0,18364,41280,7021,112,1,4,0,1328,False
ilSwearSheWas18,10,5,2,Caitlyn,BOTTOM,10788,1,0,11827,17887,2167,170,5,1,11,1405,True
ilSwearSheWas18,4,3,4,Xayah,BOTTOM,14388,0,1,13618,12636,6658,204,4,3,17,2081,True
ilSwearSheWas18,8,7,5,Ezreal,BOTTOM,10219,0,0,10903,13526,0,151,5,0,14,1472,True
ilSwearSheWas18,0,0,0,Ezreal,NONE,150,0,0,636,48,0,5,0,0,0,132,True
ilSwearSheWas18,8,16,6,Jinx,BOTTOM,18432,1,0,17387,50838,5491,275,5,4,26,2341,True
ilSwearSheWas18,3,10,4,Xayah,BOTTOM,13872,1,0,11997,12910,1958,182,4,3,14,1699,True
ilSwearSheWas18,8,15,3,Caitlyn,BOTTOM,15146,0,0,14022,28415,5181,201,5,1,16,1956,True
ilSwearSheWas18,12,8,8,Xayah,BOTTOM,16481,0,0,17873,37623,3281,243,3,10,22,2139,False
mtgfanatic,7,15,7,FiddleSticks,JUNGLE,18266,2,1,15166,26641,23954,35,2,9,89,2258,False
mtgfanatic,6,9,2,FiddleSticks,JUNGLE,13695,1,0,10818,19459,15172,42,2,1,46,1532,True
mtgfanatic,1,8,6,Leona,BOTTOM,8544,0,0,6171,3289,497,35,0,10,47,1626,False
mtgfanatic,5,3,3,FiddleSticks,NONE,5383,2,0,5982,4654,9019,6,0,0,22,915,True
mtgfanatic,0,30,5,Nautilus,BOTTOM,18001,0,0,11347,9981,9618,34,2,9,83,2694,True
mtgfanatic,1,38,7,Janna,MIDDLE,18930,0,0,11365,9201,15573,8,1,4,0,1215,False
mtgfanatic,14,14,12,FiddleSticks,JUNGLE,27327,0,2,22075,48220,24953,84,0,11,113,2977,False
mtgfanatic,3,24,8,Sejuani,NONE,16098,0,0,10945,16403,4369,39,1,4,0,977,False
mtgfanatic,5,34,2,Zilean,NONE,20641,0,0,12464,17238,10824,42,2,0,0,1094,True
mtgfanatic,5,35,15,Amumu,MIDDLE,25248,0,0,14863,22952,5809,27,1,1,0,1429,True
GodVader,1,0,3,Akali,NONE,5854,0,0,4383,6400,159,85,0,1,7,965,False
GodVader,6,1,6,Mordekaiser,JUNGLE,11648,0,0,9441,20546,3543,153,1,7,14,1365,False
GodVader,15,7,0,Olaf,TOP,13993,0,0,14763,23775,17613,185,7,2,5,1330,True
GodVader,4,0,6,Olaf,NONE,7339,0,0,6543,12997,3344,92,0,2,11,978,False
GodVader,5,4,3,Olaf,TOP,15510,0,0,11828,18440,9703,188,5,1,8,1523,True
GodVader,8,7,4,Olaf,TOP,19226,0,0,15932,27714,20854,196,8,2,14,1923,True
GodVader,4,1,7,Camille,TOP,11898,0,0,8951,9739,4359,144,2,9,15,1571,False
GodVader,9,6,10,Camille,TOP,17316,1,1,14557,28454,10997,145,3,4,18,2133,True
GodVader,12,1,4,Olaf,TOP,17281,0,0,17594,36096,23052,256,4,10,46,1995,False
GodVader,15,7,5,Olaf,TOP,18730,0,0,17467,38542,19665,204,5,5,15,1829,True
KING1973,1,6,8,Gnar,TOP,12408,0,0,9253,11537,1896,162,2,11,26,1654,False
KING1973,1,2,5,Gnar,MIDDLE,10611,0,0,8031,16213,2880,134,1,5,12,1453,False
KING1973,1,0,0,Gnar,NONE,4818,0,0,3312,3670,54,71,0,0,5,578,True
KING1973,2,1,8,Illaoi,TOP,12426,0,0,7948,17562,5466,157,0,11,23,1441,False
KING1973,3,2,6,Gnar,TOP,10083,0,0,8349,16511,2496,125,1,11,6,1316,False
KING1973,8,6,4,Gnar,MIDDLE,16910,0,0,13849,23145,9403,201,4,3,27,1732,True
KING1973,9,3,12,Illaoi,TOP,18708,0,0,15880,37200,13150,224,4,7,23,2028,False
KING1973,6,9,3,Urgot,TOP,13271,0,0,10791,10917,634,154,3,2,21,1469,True
KING1973,4,13,9,Urgot,JUNGLE,18876,0,0,11951,31001,2858,202,2,7,39,2158,True
KING1973,5,9,1,Urgot,TOP,12035,0,0,10581,14447,1550,155,3,0,23,1380,True
Nairi,2,5,6,Ezreal,BOTTOM,14266,0,0,10326,17744,3210,198,2,3,15,1819,True
Nairi,1,10,3,Ezreal,BOTTOM,9292,0,0,7234,13037,2174,121,0,1,3,1410,True
Nairi,4,3,3,Ezreal,BOTTOM,12193,0,0,10214,18191,2771,159,2,2,11,1672,True
Nairi,7,3,7,Ezreal,BOTTOM,11399,0,0,11299,18169,2592,180,1,10,8,1649,False
Nairi,7,4,5,Ezreal,BOTTOM,9838,0,0,10011,18636,3556,139,3,3,10,1500,True
Nairi,1,3,2,Ezreal,BOTTOM,9598,0,0,9139,8447,1977,179,0,11,8,1481,False
Nairi,7,4,3,Ezreal,BOTTOM,11271,0,0,11046,19316,2773,173,3,1,15,1416,True
Nairi,9,15,6,Ezreal,BOTTOM,16662,0,0,16077,24655,5095,223,4,8,9,2054,True
Nairi,17,8,2,Ezreal,BOTTOM,17862,0,0,18101,29150,5804,203,5,6,20,1905,True
Nairi,4,11,5,Ezreal,BOTTOM,14863,0,0,11704,33460,3039,167,1,9,9,1851,True
SÁndraS,10,11,8,Lux,BOTTOM,10221,0,0,10530,20849,0,17,3,1,60,1633,True
SÁndraS,2,12,9,Nami,BOTTOM,8697,0,0,7020,7936,6953,11,3,2,49,1450,True
SÁndraS,3,18,4,Lulu,BOTTOM,10280,0,0,8766,10273,1609,31,2,2,47,1500,True
SÁndraS,0,8,7,Zeri,JUNGLE,11014,0,0,10534,10778,3235,195,3,1,11,1639,True
SÁndraS,11,6,10,Ezreal,BOTTOM,11187,0,1,12213,26146,3521,171,1,11,13,1568,False
SÁndraS,1,1,7,Veigar,MIDDLE,8576,0,0,6775,9699,0,127,0,10,18,1450,False
SÁndraS,6,7,9,Orianna,MIDDLE,12271,0,0,11154,22313,158,171,0,7,10,1684,False
SÁndraS,2,17,6,Caitlyn,MIDDLE,12188,0,0,11246,21016,4577,172,6,3,18,1753,True
SÁndraS,7,4,9,MasterYi,JUNGLE,17418,2,1,14925,21602,13715,75,2,10,19,2096,False
SÁndraS,7,4,7,Syndra,JUNGLE,15326,0,0,12165,24468,805,221,1,9,14,1736,False
SatisFactory,10,7,6,Vex,MIDDLE,13015,2,0,12893,20611,951,153,3,8,27,1737,False
SatisFactory,8,14,3,Vex,MIDDLE,14111,0,0,12237,24309,1729,145,6,4,28,1666,True
SatisFactory,8,4,1,Vex,NONE,9323,0,0,9223,13875,279,141,2,1,12,1136,True
SatisFactory,16,4,2,Vex,MIDDLE,12539,0,0,12150,21899,1050,141,3,1,22,1404,True
SatisFactory,10,8,5,Vex,MIDDLE,10694,0,0,9815,17916,0,103,4,1,11,1349,True
SatisFactory,1,8,5,Viktor,MIDDLE,11507,0,0,9394,16080,182,157,0,4,23,1563,False
SatisFactory,4,5,2,Viktor,MIDDLE,9583,0,0,8371,14616,0,152,0,8,22,1456,False
SatisFactory,10,10,6,Vex,MIDDLE,11137,0,0,10553,20136,595,140,2,0,28,1551,True
SatisFactory,9,8,4,Vex,MIDDLE,10728,0,0,11107,21476,340,128,3,3,16,1460,True
SatisFactory,11,10,3,Vex,MIDDLE,18055,0,0,14630,29224,1933,215,1,7,23,1842,True
PVG Zioło,11,8,14,Pantheon,MIDDLE,15111,0,0,14505,40425,2559,153,0,10,13,2018,False
PVG Zioło,7,9,8,Ezreal,BOTTOM,15412,0,0,13583,33323,10716,207,2,10,16,2329,False
PVG Zioło,7,31,6,Leona,TOP,13927,0,0,12420,16283,2866,42,1,9,55,2159,False
PVG Zioło,13,33,14,Morgana,BOTTOM,20231,0,0,18217,47945,9690,66,1,11,75,2666,False
PVG Zioło,7,3,10,Darius,TOP,12964,0,0,10083,14775,4404,135,0,8,16,1901,False
PVG Zioło,1,5,9,Garen,NONE,7095,0,0,5721,9658,645,88,0,9,7,1182,False
PVG Zioło,0,0,0,Garen,NONE,0,0,0,500,0,0,0,0,0,0,102,True
PVG Zioło,9,7,10,Malphite,MIDDLE,11840,0,0,11185,23675,1239,93,1,3,22,1829,True
PVG Zioło,4,5,12,Pantheon,JUNGLE,13682,0,0,9485,14962,1753,139,0,8,27,1814,False
PVG Zioło,16,15,4,Pantheon,TOP,14799,0,0,13888,39681,5629,110,5,4,14,1807,True
hot michas UwU,7,4,16,Draven,BOTTOM,16574,0,0,15896,24551,9034,226,2,11,7,1979,False
hot michas UwU,4,0,16,Gnar,TOP,11479,0,0,8880,20367,1894,129,2,11,5,1584,False
hot michas UwU,2,3,13,TwistedFate,JUNGLE,8389,0,0,7993,9090,1418,113,0,9,14,1523,False
hot michas UwU,5,7,15,Xayah,BOTTOM,10688,0,0,11263,15045,2549,136,1,7,5,1627,False
hot michas UwU,9,4,13,Karthus,BOTTOM,12286,0,0,11710,41942,827,183,1,9,16,1581,False
hot michas UwU,8,8,14,Hecarim,JUNGLE,15574,0,0,13176,25666,20292,32,0,10,12,1963,False
hot michas UwU,3,4,13,Kindred,JUNGLE,11690,0,0,9614,9329,13491,27,0,11,13,1852,False
hot michas UwU,6,9,15,Fiora,TOP,13223,0,0,10521,14906,10278,124,0,10,8,1809,False
hot michas UwU,2,2,7,Khazix,JUNGLE,9207,0,0,7526,4431,2898,27,0,11,10,1313,False
hot michas UwU,1,1,9,Yone,NONE,7902,0,0,5735,8672,606,119,0,8,6,1143,False
Harm,0,12,10,Rakan,BOTTOM,10376,0,0,7136,5038,5320,35,0,10,73,1848,False
Harm,0,4,14,Nautilus,BOTTOM,7932,0,0,5445,5042,387,31,0,10,34,1649,False
Harm,7,6,8,Ashe,BOTTOM,15484,0,0,12673,17681,4774,200,1,11,29,1953,False
Harm,3,6,2,Sivir,BOTTOM,12330,0,0,10978,10301,4011,207,2,4,22,1618,True
Harm,3,7,4,Sivir,BOTTOM,10168,0,0,8946,8771,3592,144,3,5,20,1535,True
Harm,8,8,12,Varus,BOTTOM,13335,0,0,12615,21904,4671,147,1,7,30,1986,False
Harm,2,8,9,Pyke,BOTTOM,8623,0,0,7544,7875,5672,42,0,11,73,1671,False
Harm,8,11,8,Sivir,BOTTOM,19867,1,0,17348,26951,17891,280,5,8,38,2241,True
Harm,9,6,5,Varus,BOTTOM,12195,0,0,12530,28727,4231,174,1,7,31,1780,False
Harm,6,7,5,Caitlyn,BOTTOM,10296,0,0,10762,15744,7304,139,5,1,23,1536,True
xSnooper,19,35,13,XinZhao,TOP,34440,0,0,20077,84165,22613,52,2,4,0,1570,True
xSnooper,10,31,11,Taliyah,NONE,19492,0,0,13840,32087,1281,44,3,2,0,1030,True
xSnooper,17,27,13,KogMaw,BOTTOM,30564,0,0,19755,62621,6824,56,1,1,0,1629,True
xSnooper,16,14,11,Jinx,NONE,15527,0,0,14505,26109,3326,58,2,4,0,1015,False
xSnooper,14,24,14,Gragas,NONE,18305,0,0,13090,30878,7762,21,2,1,0,1075,True
xSnooper,6,24,8,Tristana,NONE,16372,0,0,11411,20207,4392,18,4,0,0,953,True
xSnooper,11,28,20,Riven,TOP,26490,0,0,17382,32976,5590,57,0,4,0,1725,False
xSnooper,25,14,1,Jhin,BOTTOM,16739,1,0,18243,57745,15738,163,5,1,6,1772,True
xSnooper,20,10,1,Jinx,JUNGLE,10068,2,0,13730,24479,4641,114,4,0,1,1417,True
xSnooper,17,24,13,XinZhao,MIDDLE,22604,0,0,17324,39246,10022,28,3,1,0,1357,True
Mucizetsu,1,4,7,Ekko,JUNGLE,8357,1,0,7009,5855,10726,23,1,4,13,1318,False
Mucizetsu,3,0,1,Jax,MIDDLE,9658,0,0,8680,12471,3324,143,4,0,5,1270,True
Mucizetsu,6,0,1,Jax,NONE,7146,0,0,6130,12407,2471,81,2,0,8,899,True
Mucizetsu,10,7,3,Darius,TOP,17045,1,0,15331,25127,6442,236,3,11,15,1841,False
Mucizetsu,4,4,2,Darius,TOP,12681,1,0,10474,9676,3655,170,4,1,22,1628,True
Mucizetsu,5,8,1,Chogath,TOP,16833,0,0,13701,20606,11041,185,7,0,12,1662,True
